role,title,company,city
data engineer,579892 Product Support Engineer - HSPMP / Cloud Services (all genders),Philips Deutschland GmbH,Böblingen
data engineer,Substation Control System Engineer - HVDC (all gender),ALTEN Consulting Services GmbH Nürnberg,
data engineer,Lead Engineer - Intelligent Building Control - BACS (m/f/d),exyte Management GmbH,Stuttgart
data engineer,"Sales Engineer / Electrical Engineer, Battery Energy Storage / BESS (m/w/d)",Tesla Germany GmbH,Hamburg
data engineer,Systems Engineer (d/f/m) limited to 1 year,Cognizant Technology Solutions GmbH,Norderstedt
data engineer,Vehicle AI Context Engineer - Semantics & Memory (f/m/x),BMW AG,München
data engineer,Associate Installer Support Engineer (Italian Speaking) - Amsterdam,Tesla Germany GmbH,Berlin
data engineer,Senior Electrical Engineer Life Safety Systems (m/f/d),exyte Management GmbH,Leverkusen
data engineer,"Senior Staff Forward Deployed Engineer, GenAI, Google Cloud",Google Germany GmbH,München
data engineer,Senior Process Engineer for Process and Logistics Simulation (m/f/d),exyte Management GmbH,Stuttgart
data engineer,"(Senior) Power Electronics Engineer, Medium Voltage (m/f/d)",Tesla Germany GmbH,Freiburg im Breisgau
data engineer,Principal Machine Learning Engineer - ZMS (all genders),Zalando SE,Berlin
data engineer,Working Student – QA Test Engineer (Embedded und Cloud) (d/f/m) - Digital Transformation,TK Elevator GmbH,Düsseldorf
data engineer,ECAD Software Engineer - PCB/EDM Design - EDA - m/f/d,Siemens AG,München
data engineer,Senior Embedded Software / Firmware Engineer - Power Electronics (m/f/d),Tesla Germany GmbH,Freiburg im Breisgau
data engineer,Senior Network Engineer (all genders) - Network (Datacenter & Connectivity),Merck KGaA,Weiterstadt
data engineer,(Senior) High-Voltage Distribution Test Engineer (m/f/d),Tesla Germany GmbH,Berlin
data engineer,Senior Embedded Linux Software Engineer - Connected Systems (m/f/d),Liebherr-International Deutschland GmbH,"Ulm, Donau"
data engineer,Research Engineer - Training Large Behavior Models with Reinforcement Learning (EG1... / REF283489S,Robert Bosch GmbH,Renningen
data engineer,Analog Mixed-Signal Modeling Software Engineer (m/f/d) #200656891,Apple Technology Engineering B.V. & Co. KG,München
data engineer,Regulatory & Sustainability Engineer (m/f/d) - Parental leave cover – fixed term: 2 years,Techtronic Industries ELC GmbH,"Winnenden, Württemberg"
data engineer,(Senior) AI-Native Software Engineer / .NET Architect (m/w/d),Institutional Investment Group GmbH,Frankfurt am Main
data engineer,"Senior Software Engineer, Agentic AI for Automotive (f/m/d)",BMW AG,München
data engineer,Senior Device Development Engineer for active medical implants (all genders),Merck KGaA,Darmstadt
data engineer,Siemens Energy Graduate Program - Engineer in Offshore Automation (m/f/d),Siemens Energy Global GmbH & Co. KG,Hamburg
data engineer,(Senior) Software Engineer C++ – Intelligent Device Management  (m|f|d),Miltenyi Biotec B.V. & Co. KG,Bergisch Gladbach
data engineer,Systems & Instrumentation Field Service Engineer (S&I),Baker Hughes INTEQ GmbH,"Hürth, Rheinland"
data engineer,Senior SOAR Software Engineer im Security Operations Center (SOC),Deutsche Rentenversicherung Bund,Würzburg
data engineer,Experienced AI/ML-Ops Engineer for the foundational architecture of our AI Platform (m/f/d),Media-Saturn Deutschland GmbH,"Ingolstadt, Donau"
data engineer,"Sr Compliance Design Engineer, Energy and Charging, EMEA (m/w/d)",Tesla Germany GmbH,Freiburg im Breisgau
data engineer,Senior System Engineer (m/f/d) for European Space-based Defence Projects,OHB-System AG,Bremen
data engineer,Supplier Quality and Development Engineer (f/m/d) - Machining Processes,Siemens Energy Global GmbH & Co. KG,Berlin
data engineer,Senior Backend Engineer – ASIC / Physical Design (all genders),Fraunhofer-Gesellschaft e.V. Zentrale München,Erlangen
data engineer,"Platform Engineer IAM - SAP Governance, Risk und Compliance (f/m/d)",E.ON Digital Technology GmbH,"Essen, Ruhr"
data engineer,VIE Study Engineer (d/f/m) – Simulation & Artificial Intelligence (AI),Airbus Defence and Space GmbH,Immenstaad am Bodensee
data engineer,Senior AI Software Engineer m/f/x (LLM & RAG Systems) 1540,Nash Technologies Germany GmbH,Böblingen
data engineer,(Senior) DevOps Systemarchitekt - Virtualisierung & Cloud-Plattform (m/w/d),Akkodis Germany Tech Experts GmbH,Hamburg
data engineer,Research Engineer für GenAI mit Fokus auf Post-Training und Agentic AI (all genders),Fraunhofer-Gesellschaft e.V. Zentrale München,Dresden
data engineer,"(Power) Electronic/Electrical Design Engineer, Drive/Traction Inverter (Powertrain) (m/f/d)",Tesla Germany GmbH,Berlin
data engineer,Associate Engineering Manager/Staff Test Engineer – Vehicle Component Testing (m/f/d),Tesla Germany GmbH,Berlin
data engineer,"(Power) Electronic/Electrical Design Engineer Intern, Drive/Traction Inverter (Powertrain) (m/f/d)",Tesla Germany GmbH,Berlin
data engineer,DevSecOps Developer (m/w/d),FERCHAU GmbH Niederlassung Lübeck,Lübeck
data engineer,16-017-2026 Senior SOAR Software Engineer im Security Operations Center (SOC),Deutsche Rentenversicherung Bund,Berlin
data engineer,(Senior) Software Engineer – Intelligent Device Integration & AI-Enhanced Software (m|f|d),Miltenyi Biotec B.V. & Co. KG,Bergisch Gladbach
data engineer,Werkstudent Künstliche Intelligenz (m/w/d),TKMS GmbH,Kiel
data engineer,Mandatory Internship enhance automated CFD workflows for virtual product developmen... / REF275670C,Robert Bosch GmbH,Schwieberdingen
data engineer,Master Thesis Advanced Control Strategies for Next-Generation Vehicle Dynamics / REF278231X,Robert Bosch GmbH,Renningen
data engineer,Research Software Engineer (all genders) Coupled climate models on GPU-based HPC systems,Deutsches                Klima rechenzentrum GmbH,Hamburg
data engineer,Thesis Rapid Gas Decompression Testing Up To 1000 Bar / REF279177S,Robert Bosch GmbH,Renningen
data engineer,Master Thesis Bridging the Gap between Reinforcement Learning und E2E Driving / REF284135Y,Robert Bosch GmbH,Renningen
data engineer,PhD Thesis - Scalable and explainable End2End Driving Model (SEED) / REF280658B,Robert Bosch GmbH,"Leonberg, Württemberg"
data engineer,Mandatory Internship AI-Based Arc Detection for Automotive Electrical Systems / REF283881V,Robert Bosch GmbH,Stuttgart
data engineer,Automatisierung & KI (m/w/d) – langfristig,Tepto GmbH,Schloß Holte-Stukenbrock
data engineer,Automatisierung & KI (m/w/d),Tepto GmbH,Marienheide
data engineer,Werkstudent Machine Learning Engineering (w/m/div.) / REF283310J,Robert Bosch GmbH,Bamberg
data engineer,Abschlussarbeit: KI für Wissensmanagement & Unternehmensprozesse (m/w/d),TECHTORY Automation GmbH,Appenweier
data engineer,Abschlussarbeit: Applied AI & Automatisierung (m/w/d),TECHTORY Automation GmbH,Appenweier
data engineer,Master Thesis Deep Learning for Multi-Channel Vision in Product Manufacturing / REF280964N,Robert Bosch GmbH,Renningen
data engineer,Thesis Using Geometrical Deep Learning for Simulation / REF283497J,Robert Bosch GmbH,Leinfelden-Echterdingen
data engineer,Tech Lead for AI Feature Development in Cloud‑Based Industrial AI and Software Appl... / REF281955U,Robert Bosch GmbH,Renningen
data engineer,Working student (m/f/d) – Bearing Ring Creeping Investigation in Wind Turbines ,thyssenkrupp rothe erde Germany GmbH Werk Lippstadt,Lippstadt
data engineer,Bachelor Thesis Automated Creation of Knowledge Articles und Video Tutorials from S... / REF284556A,Robert Bosch GmbH,Schwieberdingen
data engineer,Pflichtpraktikum: Weiterentwicklung und Test eines Path-Planning-Algorithmus für autonome (m/w/d)...,thyssenkrupp AG,Bremen
data engineer,Abschlussarbeit: Machine-Learning getriebene Szenariopriorisierung für die Validierung sic(m/w/d)...,thyssenkrupp AG,Bremen
data engineer,Pflichtpraktikum: ML-basierte Szenario- undPerformanceanalyse für autonome Path-Planning-A(m/w/d)...,thyssenkrupp AG,Bremen
data engineer,Abschlussarbeit: Intelligente Szenarioauswahl unter Simulationsunsicherheit für die Validi(m/w/d)...,thyssenkrupp AG,Bremen
data engineer,Spezialist Machine Learning im Einkauf & Lieferantennetzwerk (m/w/d),Guldberg GmbH,München
data engineer,Werkstudent Künstliche Intelligenz (m/w/d),TKMS GmbH,Kiel
data engineer,Werkstudent/Praktikant/Praxissemester (m/w/d) – KI & Automatisierung,Metzler GmbH,Reutlingen
data engineer,"Abschlussarbeit KI, Machine Learning und Agentisierung in der Aftersales-Logistik (w/m/x)",BMW AG,Dingolfing
data engineer,Data & Application Manager Veeva CRM (m/w/d),Office Events P & B GmbH,Ingelheim am Rhein
data engineer,Principal Vehicle AI Architect Research (f/m/x),BMW AG,München
data engineer,Senior Vice President - AI Enablement & Engineering (w/m/d),RTL Deutschland GmbH,Köln
data engineer,"Mechanical Engineering Manager, Automation (m/w/d)",Tesla Germany GmbH,Berlin
data engineer,"Softwareentwickler / Developer (m/w/d) – Web, App, Backend, Frontend, SAP u.a.",DOMA Personal GmbH    ,Leipzig
data engineer,(Senior) KI Consultant (m/w/d),Deutsche Telekom MMS GmbH,Jena
data engineer,Service & Application Owner (m/w/d) Data Warehouse / Data Platform,BHS Bad Homburger Servicegesellschaft mbH,Bad Vilbel
data engineer,Application Manager (m/w/d) Data Applications,DIS AG Germany,Berlin
data engineer,AI Product Owner (m/w/d),Strauss Deutschland GmbH & Co. KG,Biebergemünd
data engineer,SAP Entwicklung – Document & Reporting Compliance (DRC),ACONEXT GmbH,München
data engineer,AI Developer (m/w/d),TANTIVE GmbH,"Nürnberg, Mittelfranken"
data engineer,Workflow-Entwickler (m/w/d) - AI-Prozesse und API-Integrationen,riess-ambiente.de GmbH,Nützen
data engineer,Data Science / Application Engineer (m/w/d) für den Standort Wedel oder Steinbach,m-u-t GmbH,Wedel
data engineer,Senior AI Developer (w/m/d),Anders & Ganz GmbH,Aachen
ml engineer,ML Engineer (m/w/d) - Full Remote möglich,Recruitment Circle GmbH,Jena
ml engineer,AI / ML Platform Engineer (m/w/d),GUS ERP,Hamburg
ml engineer,Senior Applied AI / ML Engineer (f/m/x),BMW AG,München
ml engineer,"Senior Software Engineer* Rust/ C++ (Computer Vision, ML, Linux)",VITRONIC Machine Vision GmbH,Wiesbaden
ml engineer,Research Engineer (m/w/d),REWE digital GmbH,Köln
ml engineer,Operations Engineer (w/m/d),50Hertz Transmission GmbH AD Berlin,Berlin
ml engineer,AI Software Engineer (m/w/d),Peagle GmbH,Erfurt
ml engineer,Lead Software Engineer (m/w/d),Tube Mill Control GmbH,Halle (Saale)
ml engineer,Software-Defined Telecom Engineer (m/w/d),OHB-System AG,Bremen
ml engineer,Senior AI Engineer (w/m/d),BWI GmbH,Leipzig
ml engineer,Operation Engineer Prognosesystem (w/m/d) 10326,50Hertz Transmission GmbH AD Berlin,Berlin
ml engineer,Full-Stack AI Engineer (m/w/d),BARMER,Wuppertal
ml engineer,AI Test Automation Engineer (m/w/d),Deutsche Telekom AG,Berlin
ml engineer,Senior Platform Engineer (m/w/d) - CRM360,Conrad Electronic SE,"Hirschau, Oberpfalz"
ml engineer,Validation Engineer - Multi-Agent AI Systems (f/m/x),BMW AG,München
ml engineer,Principal Engineer for Automotive Camera Signal Processing (f/m/x),BMW AG,"Ulm, Donau"
ml engineer,Senior SAP ABAP Engineer – Group General Ledger (f/m/x),Deutsche Bank AG,Frankfurt am Main
ml engineer,Internship Embedded AI Engineering - remote possible / REF285947W,Robert Bosch GmbH,Reutlingen
ml engineer,Pflichtpraktikum: Weiterentwicklung und Test eines Path-Planning-Algorithmus für autonome (m/w/d)...,thyssenkrupp AG,Bremen
ml engineer,,PricewaterhouseCoopers GmbH WPG,Hannover
ml engineer,AI Research Engineer,Hornetsecurity GmbH,Hannover
ml engineer,Senior Applied AI / ML Application Engineer (f/m/x),BMW AG,München
ml engineer,Entwicklungsingenieur*in für intelligente Algorithmen (m/w/d),Linguwerk GmbH,Dresden
business analyst,Business Analyst (m/w/d),Ferchau GmbH Niederlassung Hamburg-Süderelbe,Hamburg
business analyst,Business Analyst  (m/w/d),Hays Professional Solutions GmbH,Hannover
business analyst,Business Analyst (w/m/d),Brunel GmbH NL Braunschweig,Braunschweig
business analyst,Business Analyst (m/w/d),Hays Professional Solutions GmbH,Hannover
business analyst,Business Analyst (m/w/d),Allianz Deutschland AG,Stuttgart
business analyst,Business Analyst (m/w/d),Bartels-Langness Handels GmbH & CoKG,Kiel
business analyst,Senior Business Analyst (m/w/d),FERCHAU GmbH Niederlassung Rostock,Rostock
business analyst,Business Analyst (m/w/d),GP Günter Papenburg AG,Halle (Saale)
business analyst,Business Analyst Logistik (m/w/d),FERCHAU GmbH Vertriebsstützpunkt Bayreuth,"Vorbach, Oberpfalz"
business analyst,Business Analyst (m/w/d) Energiewirtschaft,univativ GmbH,"Karlsruhe, Baden"
business analyst,Business Analyst webMehthods (m/w/d),it-excelsus GmbH,"Eschborn, Taunus"
business analyst,Business Analyst (m/w/d),WEVO-CHEMIE GmbH,Ostfildern
business analyst,Business Analyst Payment (m/w/d),Bauhaus AG,Mannheim
business analyst,Technischer Business Analyst (w/m/d),Brunel GmbH NL Rostock,
business analyst,Business Analyst Energiewirtschaft (m/w/d),Ferchau GmbH Karlsruhe Mobility,"Karlsruhe, Baden"
business analyst,Business Analyst (m/w/d),Müller Service GmbH,"Fischach, Schwaben"
business analyst,Business Analyst Digitalisierung (m/w/d),DIS AG - Office & Management -,Offenburg
business analyst,Organisationsentwickler (m/w/d),AOK Baden - Württemberg Hauptverwaltung,
business analyst,Business-Analyst (m/w/d),Tintschl Technik GmbH Hannover,Hamburg
business analyst,Business Analyst (m/w/d),Atruvia AG,"Karlsruhe, Baden"
business analyst,IT Business Analyst (m/w/d),Cyberport SE,Dresden
business analyst,Business-Analyst Lebensversicherung (m/w/d),INTER Krankenversicherung AG Direktion,Mannheim
business analyst,Business Analyst (m/w/d),Finanz Informatik,Hannover
business analyst,Business Analyst (m/w/d),mbi GmbH,Wetzlar
business analyst,Business Analyst (m/w/d),mbi,Wetzlar
business analyst,Business Analyst (m/w/d),freenet,Büdelsdorf
business analyst,Business Analyst (m/w/d),itestra,München
business analyst,"Controller, Business Analyst (m/w/d)",Grofa GmbH,Bad Camberg
business analyst,Organisationsentwickler (m/w/d),JUMO GmbH & Co. KG,Fulda
business analyst,Business Analyst (m/w/d),Hays Professional Solutions GmbH,Hannover
business analyst,Business Analyst  (m/w/d),Netto Marken-Discount Stiftung & Co. KG,Maxhütte-Haidhof
business analyst,Business Analyst (w/m/d),Deutsche Glasfaser Holding GmbH,"Borken, Westfalen"
business analyst,Business Analyst (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
business analyst,Business Analyst (m/w/d),equensWorldline SE Germany,Frankfurt am Main
business analyst,288/B - Business Analyst Vertriebssteuerung (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,269/B - Business Analyst Disposition (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Business Analyst (m/w/d),Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Analyst (m/w/d) Tool Management,AOK Systems GmbH,Bonn
business analyst,Business-Analyst (m/w/d),Finanz Informatik GmbH & Co. KG,Münster (Hessen)
business analyst,Software Business Analyst (m/w/d),esz AG calibration & metrology,Eichenau bei München
business analyst,IT Business Analyst Digitalisierung (m/w/d),DIS AG - Office & Management -,Offenburg
business analyst,SAMSUNG - Business Analyst – Retail und Marketing (m/w/d),a-team Zeitarbeit und Personalmanagement GmbH,"Eschborn, Taunus"
business analyst,Business Analyst Vertriebssteuerung (m/w/d),Finanz Informatik,Frankfurt am Main
business analyst,IT- Business Analyst (m/w/d),Bartels-Langness Handelsgesellschaft mbH & Co. KG,Kiel
business analyst,Business Analyst (m/w/d) - Finanz Informatik,Finanz Informatik GmbH & Co. KG,Frankfurt am Main
business analyst,Business Analyst Banking/IT (m/w/d),Finanz Informatik Solutions Plus GmbH,"Fellbach, Württemberg"
business analyst,Business Analyst Vertriebssteuerung (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Business Analyst Firmenkunden (m/w/d),Finanz Informatik GmbH & Co. KG,"Münster, Westfalen"
business analyst,(Senior) Business Analyst (m/w/d),global CT,Hamburg-Insel Neuwerk
business analyst,Controller/Business Analyst (m/w/d),J.A.Woll-Handels GmbH Zentraleinkauf,Soltau
business analyst,Business Analyst CardFunctions (m/w/d),Atruvia AG,Aschheim
business analyst,Business Analyst ERP* (m/w/d),Liebherr,Rostock
business analyst,Trainee Business Analyst:in (m/w/d),SV SparkassenVersicherung,Stuttgart
business analyst,Business Analyst Prozessdigitalisierung (m/w/d),ISR Information Products AG,"Münster, Westfalen"
business analyst,Business Analyst (m/w/d) im Technologiekonzern,jobtimum GmbH Personalvermittlung,Bremen
business analyst,281/B - Business Analyst Nachhaltigkeitsszenarien in der Banksteuerung (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Senior Business Analyst:in - Risikomanagement (m/w/d),Zusatzversorgungskasse des Baugewerbes AG,Wiesbaden
business analyst,Business Analyst Disposition (m/w/d),Finanz Informatik GmbH & Co. KG,Hannover
business analyst,Business Analyst Firmenkunden (m/w/d),Finanz Informatik,"Münster, Westfalen"
business analyst,Business Analyst (m/w/d) Inputmanagement,Continentale Krankenversicherung a.G.,Dortmund
business analyst,Business Analyst Steuern (m/w/d),Atruvia AG,"Münster, Westfalen"
business analyst,Business Analyst Digitalisierung (m/w/d),DIS AG Germany,Offenburg
